# Auto-generated by harness/gen-types.py from reference/valkey/src/*.{c,h}
# DO NOT hand-edit. To refine the suggested Rust mapping, change C_TO_RUST
# in the generator. To add new canonical Rust types, edit type-vocabulary.tsv.
#
# Total struct types: 346
# Columns (tab-separated):
#   c_name        C type identifier (typedef name preferred)
#   c_tag         struct tag (when typedef used `struct X { ... } Y;`)
#   file          where defined
#   line          line number
#   n_fields      number of parsed fields
#   fields_brief  first 5 fields as `type:name` (truncated)
#   rust_mapping  suggested Rust type or 'TODO(architect)'

ValkeyModuleFlushInfoV1	ValkeyModuleFlushInfo	valkeymodule.h	764	3	uint64_t:version; int32_t:sync; int32_t:dbnum	TODO(architect): assign canonical Rust type
ValkeyModuleModuleChangeV1	ValkeyModuleModuleChange	valkeymodule.h	775	3	uint64_t:version; const char *:module_name; int32_t:module_version	TODO(architect): assign canonical Rust type
ValkeyModuleConfigChangeV1	ValkeyModuleConfigChange	valkeymodule.h	786	3	uint64_t:version; uint32_t:num_changes; const char **:config_names	TODO(architect): assign canonical Rust type
ValkeyModuleCronLoopV1	ValkeyModuleCronLoopInfo	valkeymodule.h	797	2	uint64_t:version; int32_t:hz	TODO(architect): assign canonical Rust type
ValkeyModuleLoadingProgressV1	ValkeyModuleLoadingProgressInfo	valkeymodule.h	807	3	uint64_t:version; int32_t:hz; int32_t:progress	TODO(architect): assign canonical Rust type
ValkeyModuleSwapDbInfoV1	ValkeyModuleSwapDbInfo	valkeymodule.h	819	3	uint64_t:version; int32_t:dbnum_first; int32_t:dbnum_second	TODO(architect): assign canonical Rust type
ValkeyModuleKeyInfoV1	ValkeyModuleKeyInfo	valkeymodule.h	830	2	uint64_t:version; ValkeyModuleKey *:key	TODO(architect): assign canonical Rust type
ValkeyModuleAuthenticationInfoV1	ValkeyModuleAuthenticationInfo	valkeymodule.h	846	5	uint64_t:version; uint64_t:client_id; const char *:username; const char *:module_name; ValkeyModuleAuthenticationResult:result	TODO(architect): assign canonical Rust type
ValkeyModuleSlotRange	ValkeyModuleSlotRange	valkeymodule.h	860	2	int:start; int:end	TODO(architect): assign canonical Rust type
ValkeyModuleAtomicSlotMigrationInfoV1	ValkeyModuleAtomicSlotMigrationInfo	valkeymodule.h	865	4	uint64_t:version; char:job_name; ValkeyModuleSlotRange *:slot_ranges; uint32_t:num_slot_ranges	TODO(architect): assign canonical Rust type
ValkeyModuleCommandResultInfoV1	ValkeyModuleCommandResultInfo	valkeymodule.h	875	9	uint64_t:version; const char *:command_name; long long:duration_us; long long:dirty; uint64_t:client_id; ...	TODO(architect): assign canonical Rust type
ValkeyModuleScriptingEngineCompiledFunctionV1	ValkeyModuleScriptingEngineCompiledFunction	valkeymodule.h	945	5	uint64_t:version; ValkeyModuleString *:name; void *:function; ValkeyModuleString *:desc; uint64_t:f_flags	TODO(architect): assign canonical Rust type
ValkeyModuleScriptingEngineMemoryInfoV1	ValkeyModuleScriptingEngineMemoryInfo	valkeymodule.h	962	3	uint64_t:version; size_t:used_memory; size_t:engine_memory_overhead	TODO(architect): assign canonical Rust type
ValkeyModuleScriptingEngineCallableLazyEnvReset	ValkeyModuleScriptingEngineCallableLazyEnvReset	valkeymodule.h	990	1	void *:context	TODO(architect): assign canonical Rust type
ValkeyModuleScriptingEngineDebuggerCommandParam	ValkeyModuleScriptingEngineDebuggerCommandParam	valkeymodule.h	1177	3	const char *:name; int:optional; int:variadic	TODO(architect): assign canonical Rust type
ValkeyModuleScriptingEngineDebuggerCommandV1	ValkeyModuleScriptingEngineDebuggerCommand	valkeymodule.h	1185	9	uint64_t:version; const char *:name; const size_t:prefix_len; const ValkeyModuleScriptingEngineDebuggerCommandParam *:params; size_t:params_len; ...	TODO(architect): assign canonical Rust type
ValkeyModuleScriptingEngineMethodsV3	ValkeyModuleScriptingEngineMethods	valkeymodule.h	1336	1	uint64_t:version	TODO(architect): assign canonical Rust type
ValkeyModuleScriptingEngineMethodsV4	ValkeyModuleScriptingEngineMethodsV4	valkeymodule.h	1343	5	uint64_t:version; ValkeyModuleScriptingEngineDebuggerEnableFunc:debugger_enable; ValkeyModuleScriptingEngineDebuggerDisableFunc:debugger_disable; ValkeyModuleScriptingEngineDebuggerStartFunc:debugger_start; ValkeyModuleScriptingEngineDebuggerEndFunc:debugger_end	TODO(architect): assign canonical Rust type
ValkeyModuleReplyHandlersV1	ValkeyModuleReplyHandlersV1	valkeymodule.h	1376	1	uint64_t:version	TODO(architect): assign canonical Rust type
ValkeyModuleTypeMethods	ValkeyModuleTypeMethods	valkeymodule.h	1524	19	uint64_t:version; ValkeyModuleTypeLoadFunc:rdb_load; ValkeyModuleTypeSaveFunc:rdb_save; ValkeyModuleTypeRewriteFunc:aof_rewrite; ValkeyModuleTypeMemUsageFunc:mem_usage; ...	TODO(architect): assign canonical Rust type
vector	vector	vector.h	8	4	void *:data; uint32_t:alloc; uint32_t:len; size_t:item_size	TODO(architect): assign canonical Rust type
pVector		vset.c	221	3	uint64_t len ::PV_CARD_BITS; uint64_t alloc ::PV_ALLOC_BITS; void *:data	TODO(architect): assign canonical Rust type
zlentry	zlentry	ziplist.c	283	7	unsigned int:prevrawlensize; unsigned int:prevrawlen; unsigned int:lensize; unsigned int:len; unsigned int:headersize; ...	TODO(architect): assign canonical Rust type
rand_pick		ziplist.c	1565	2	unsigned int:index; unsigned int:order	TODO(architect): assign canonical Rust type
ziplistEntry		ziplist.h	38	3	unsigned char *:sval; unsigned int:slen; long long:lval	TODO(architect): assign canonical Rust type
